"income","age","workclass","fnlwgt","education","education-num","marital-status","occupation","relationship","race","sex","capital-gain","capital-loss","hours-per-week","native-country","RowID"
"<=50K",63,"Private",183608,"10th",6,"Married-civ-spouse","Exec-managerial","Husband","White","Male",0,0,40,"United-States","Row3470"
"<=50K",31,"Private",194055,"HS-grad",9,"Married-civ-spouse","Transport-moving","Husband","White","Male",0,0,50,"United-States","Row3471"
"<=50K",18,"Private",43272,"Some-college",10,"Never-married","Other-service","Own-child","White","Male",0,0,20,"United-States","Row3473"
">50K",34,"Private",114691,"Some-college",10,"Married-civ-spouse","Exec-managerial","Husband","White","Male",0,0,50,"United-States","Row3475"
"<=50K",18,"Private",304169,"11th",7,"Never-married","Sales","Own-child","White","Male",0,0,35,"United-States","Row3476"
">50K",46,"Private",503923,"HS-grad",9,"Married-civ-spouse","Machine-op-inspct","Husband","Black","Male",4386,0,40,"United-States","Row3477"
">50K",59,"Private",146391,"Assoc-voc",11,"Married-civ-spouse","Tech-support","Husband","White","Male",7298,0,40,"United-States","Row3480"
"<=50K",41,"Private",113823,"Masters",14,"Married-civ-spouse","Prof-specialty","Husband","White","Male",0,0,40,"England","Row3483"
"<=50K",42,"Private",217826,"HS-grad",9,"Never-married","Craft-repair","Own-child","Black","Male",0,0,40,,"Row3484"
">50K",55,"Private",349304,"Bachelors",13,"Married-civ-spouse","Exec-managerial","Husband","White","Male",0,0,40,"United-States","Row3485"
"<=50K",69,"Private",88566,"9th",5,"Married-civ-spouse","Other-service","Husband","White","Male",1424,0,35,"United-States","Row3490"
"<=50K",30,"Private",75755,"Assoc-voc",11,"Married-civ-spouse","Prof-specialty","Husband","White","Male",0,0,40,"United-States","Row3492"
"<=50K",21,"Private",182606,"Some-college",10,"Never-married","Other-service","Own-child","Black","Male",0,0,40,,"Row3495"
"<=50K",18,"Private",131033,"11th",7,"Never-married","Other-service","Other-relative","Black","Male",0,0,15,"United-States","Row3496"
">50K",35,"Self-emp-not-inc",168475,"Some-college",10,"Married-civ-spouse","Craft-repair","Husband","White","Male",0,0,60,"United-States","Row3497"
"<=50K",20,"Private",121568,"HS-grad",9,"Married-civ-spouse","Handlers-cleaners","Husband","White","Male",0,0,50,"United-States","Row3498"
"<=50K",26,"Private",139098,"Masters",14,"Married-civ-spouse","Prof-specialty","Husband","White","Male",5013,0,40,"United-States","Row3499"
"<=50K",46,"Private",357338,"Bachelors",13,"Married-civ-spouse","Tech-support","Husband","White","Male",0,0,40,"United-States","Row3500"
">50K",40,"Private",572751,"Prof-school",15,"Married-civ-spouse","Craft-repair","Husband","White","Male",5178,0,40,"Mexico","Row3502"
"<=50K",32,"Self-emp-not-inc",65278,"Doctorate",16,"Married-civ-spouse","Exec-managerial","Husband","White","Male",0,0,40,"United-States","Row3505"
"<=50K",23,"Self-emp-not-inc",208503,"Some-college",10,"Divorced","Adm-clerical","Own-child","White","Male",0,0,40,"United-States","Row3506"
"<=50K",25,"Local-gov",112835,"Masters",14,"Never-married","Protective-serv","Not-in-family","White","Male",0,0,40,"United-States","Row3507"
"<=50K",37,"Private",265038,"Some-college",10,"Married-civ-spouse","Transport-moving","Husband","White","Male",0,0,50,"United-States","Row3508"
">50K",37,"Private",205339,"Some-college",10,"Never-married","Tech-support","Not-in-family","White","Male",0,0,40,"United-States","Row3513"
">50K",47,"Private",229737,"HS-grad",9,"Married-civ-spouse","Craft-repair","Husband","White","Male",0,0,45,"United-States","Row3517"
">50K",51,"Local-gov",199688,"Bachelors",13,"Married-civ-spouse","Protective-serv","Husband","White","Male",0,0,40,"United-States","Row3518"
"<=50K",30,"Private",221043,"HS-grad",9,"Married-civ-spouse","Craft-repair","Husband","White","Male",0,0,35,"United-States","Row3520"
"<=50K",59,"Federal-gov",115389,"Some-college",10,"Married-civ-spouse","Craft-repair","Husband","White","Male",0,0,36,"United-States","Row3521"
"<=50K",45,"Self-emp-not-inc",204205,"10th",6,"Married-civ-spouse","Craft-repair","Husband","White","Male",0,0,65,"United-States","Row3522"
">50K",52,"Private",338816,"Some-college",10,"Married-civ-spouse","Exec-managerial","Husband","White","Male",15024,0,45,"United-States","Row3523"
"<=50K",21,"Private",197387,"HS-grad",9,"Never-married","Handlers-cleaners","Own-child","White","Male",0,0,20,"United-States","Row3524"
"<=50K",31,"Private",42485,"HS-grad",9,"Married-civ-spouse","Machine-op-inspct","Husband","White","Male",0,0,55,"United-States","Row3525"
"<=50K",29,"Private",367706,"Some-college",10,"Never-married","Adm-clerical","Own-child","Black","Male",0,0,40,"United-States","Row3526"
"<=50K",24,"Private",102493,"HS-grad",9,"Married-civ-spouse","Handlers-cleaners","Husband","White","Male",0,0,40,"United-States","Row3527"
"<=50K",17,"Private",263746,"10th",6,"Never-married","Other-service","Own-child","White","Male",0,0,24,"United-States","Row3528"
">50K",46,"Private",189680,"Some-college",10,"Married-civ-spouse","Sales","Husband","White","Male",0,0,50,"United-States","Row3530"
"<=50K",34,"Private",127651,"10th",6,"Never-married","Farming-fishing","Not-in-family","White","Male",0,0,44,,"Row3532"
"<=50K",63,"Private",230823,"12th",8,"Married-civ-spouse","Transport-moving","Husband","White","Male",0,0,40,"Cuba","Row3533"
"<=50K",21,"Private",300812,"Some-college",10,"Never-married","Other-service","Own-child","White","Male",0,0,25,"United-States","Row3534"
"<=50K",18,"Private",174732,"HS-grad",9,"Never-married","Other-service","Other-relative","Black","Male",0,0,36,"United-States","Row3535"
">50K",49,"State-gov",183710,"Doctorate",16,"Married-civ-spouse","Exec-managerial","Husband","White","Male",0,0,50,"United-States","Row3536"
">50K",36,"Self-emp-inc",213008,"Assoc-acdm",12,"Married-civ-spouse","Exec-managerial","Husband","White","Male",0,0,40,"United-States","Row3538"
">50K",47,"Private",357848,"HS-grad",9,"Married-civ-spouse","Craft-repair","Husband","White","Male",0,0,40,"United-States","Row3539"
">50K",36,"Private",165799,"Masters",14,"Married-civ-spouse","Sales","Husband","White","Male",0,0,50,"United-States","Row3540"
"<=50K",39,"Self-emp-not-inc",188571,"Assoc-voc",11,"Married-civ-spouse","Farming-fishing","Husband","White","Male",0,0,60,"United-States","Row3541"
"<=50K",57,"Private",180920,"10th",6,"Married-civ-spouse","Craft-repair","Husband","White","Male",0,0,43,"United-States","Row3547"
"<=50K",39,"Local-gov",187127,"Some-college",10,"Married-civ-spouse","Exec-managerial","Husband","White","Male",0,0,40,"United-States","Row3550"
"<=50K",24,"Private",69045,"Some-college",10,"Never-married","Sales","Not-in-family","Black","Male",0,0,40,"Jamaica","Row3551"
">50K",56,"Private",192869,"Masters",14,"Married-civ-spouse","Craft-repair","Husband","White","Male",0,1977,44,"United-States","Row3552"
"<=50K",41,"Private",82393,"Bachelors",13,"Never-married","Adm-clerical","Not-in-family","Asian-Pac-Islander","Male",0,0,50,"United-States","Row3557"
">50K",51,"Private",159910,"Bachelors",13,"Divorced","Exec-managerial","Not-in-family","Black","Male",10520,0,40,"United-States","Row3559"
">50K",47,"Self-emp-inc",214169,"HS-grad",9,"Married-civ-spouse","Farming-fishing","Husband","White","Male",15024,0,40,"United-States","Row3561"
"<=50K",56,"Private",56331,"HS-grad",9,"Never-married","Machine-op-inspct","Not-in-family","White","Male",0,0,32,"United-States","Row3562"
"<=50K",51,"Private",35576,"HS-grad",9,"Divorced","Craft-repair","Not-in-family","White","Male",0,0,38,"United-States","Row3563"
"<=50K",57,"Self-emp-not-inc",149168,"Some-college",10,"Married-civ-spouse","Exec-managerial","Husband","White","Male",0,0,55,"United-States","Row3564"
"<=50K",24,"Private",278130,"Bachelors",13,"Never-married","Prof-specialty","Not-in-family","White","Male",0,0,40,"United-States","Row3566"
"<=50K",57,"Private",257200,"HS-grad",9,"Married-civ-spouse","Machine-op-inspct","Husband","White","Male",0,0,40,"United-States","Row3567"
">50K",38,"Private",283122,"HS-grad",9,"Married-civ-spouse","Machine-op-inspct","Husband","White","Male",0,0,40,"United-States","Row3568"
"<=50K",35,"Private",230054,"7th-8th",4,"Married-civ-spouse","Machine-op-inspct","Husband","White","Male",0,0,40,"Mexico","Row3570"
"<=50K",58,"Private",519006,"HS-grad",9,"Married-civ-spouse","Craft-repair","Husband","White","Male",0,0,52,"United-States","Row3571"
"<=50K",19,,365871,"7th-8th",4,"Never-married",,"Not-in-family","White","Male",0,0,40,"Mexico","Row3573"
">50K",68,"State-gov",235882,"Doctorate",16,"Married-civ-spouse","Prof-specialty","Husband","White","Male",0,2377,60,"United-States","Row3574"
">50K",43,"Private",336513,"Some-college",10,"Married-civ-spouse","Exec-managerial","Husband","White","Male",0,1902,40,"United-States","Row3575"
">50K",53,"State-gov",50048,"Doctorate",16,"Married-civ-spouse","Prof-specialty","Husband","White","Male",7688,0,50,"United-States","Row3577"
">50K",37,"Self-emp-inc",382802,"Doctorate",16,"Married-civ-spouse","Prof-specialty","Husband","Black","Male",0,0,99,"United-States","Row3578"
"<=50K",21,,180303,"Bachelors",13,"Never-married",,"Not-in-family","Asian-Pac-Islander","Male",0,0,25,,"Row3579"
">50K",63,"Private",106023,"HS-grad",9,"Married-civ-spouse","Craft-repair","Husband","White","Male",0,0,40,"United-States","Row3580"
"<=50K",31,"Private",332379,"Some-college",10,"Married-spouse-absent","Transport-moving","Unmarried","White","Male",0,0,50,"United-States","Row3581"
"<=50K",29,"Private",95465,"HS-grad",9,"Married-civ-spouse","Other-service","Husband","White","Male",0,0,40,"United-States","Row3582"
">50K",43,"Local-gov",96102,"Some-college",10,"Married-civ-spouse","Protective-serv","Husband","White","Male",0,1887,40,"United-States","Row3583"
"<=50K",25,"Self-emp-not-inc",209384,"HS-grad",9,"Never-married","Other-service","Other-relative","White","Male",0,0,32,"United-States","Row3585"
"<=50K",23,"Private",236601,"Some-college",10,"Never-married","Tech-support","Not-in-family","White","Male",0,0,48,"United-States","Row3590"
"<=50K",23,,191444,"HS-grad",9,"Never-married",,"Own-child","White","Male",0,0,40,"United-States","Row3597"
">50K",40,"Private",97688,"Some-college",10,"Married-civ-spouse","Tech-support","Husband","White","Male",0,0,48,"United-States","Row3599"
"<=50K",32,"Private",96016,"Bachelors",13,"Never-married","Prof-specialty","Not-in-family","White","Male",0,0,45,"United-States","Row3601"
">50K",72,"Self-emp-not-inc",52138,"Doctorate",16,"Married-civ-spouse","Prof-specialty","Husband","White","Male",0,2392,25,"United-States","Row3602"
"<=50K",61,"Private",159046,"7th-8th",4,"Married-civ-spouse","Transport-moving","Husband","White","Male",0,0,40,"United-States","Row3603"
"<=50K",42,"Private",138634,"HS-grad",9,"Married-civ-spouse","Sales","Husband","White","Male",0,0,40,"United-States","Row3604"
"<=50K",73,"Private",247355,"HS-grad",9,"Married-civ-spouse","Transport-moving","Husband","White","Male",0,0,16,"Canada","Row3606"
"<=50K",41,"Self-emp-not-inc",227065,"Some-college",10,"Separated","Craft-repair","Not-in-family","White","Male",0,0,40,"United-States","Row3607"
"<=50K",65,"Private",386672,"Assoc-voc",11,"Married-civ-spouse","Adm-clerical","Husband","White","Male",0,0,15,"United-States","Row3610"
">50K",52,"Federal-gov",617021,"Bachelors",13,"Married-civ-spouse","Tech-support","Husband","Black","Male",7688,0,40,"United-States","Row3612"
"<=50K",23,"Private",373550,"Assoc-voc",11,"Married-civ-spouse","Craft-repair","Husband","White","Male",0,0,40,"United-States","Row3614"
"<=50K",26,"Private",189590,"Bachelors",13,"Never-married","Exec-managerial","Not-in-family","White","Male",0,0,40,"United-States","Row3616"
"<=50K",37,"Self-emp-not-inc",58343,"HS-grad",9,"Divorced","Farming-fishing","Unmarried","White","Male",0,0,56,"United-States","Row3617"
"<=50K",17,"Private",354201,"HS-grad",9,"Never-married","Other-service","Own-child","White","Male",0,0,40,"United-States","Row3618"
"<=50K",31,"Private",119422,"HS-grad",9,"Married-civ-spouse","Sales","Husband","White","Male",0,0,40,"United-States","Row3619"
"<=50K",63,"Private",181863,"Bachelors",13,"Never-married","Sales","Not-in-family","White","Male",0,0,27,"United-States","Row3621"
"<=50K",31,"Private",247328,"9th",5,"Married-civ-spouse","Machine-op-inspct","Husband","White","Male",3137,0,40,"Mexico","Row3623"
"<=50K",35,"Private",236910,"Bachelors",13,"Married-civ-spouse","Exec-managerial","Husband","White","Male",0,0,60,"United-States","Row3625"
"<=50K",36,"Private",120760,"Masters",14,"Married-civ-spouse","Prof-specialty","Husband","Asian-Pac-Islander","Male",0,0,40,"China","Row3627"
"<=50K",32,"Private",130304,"HS-grad",9,"Married-civ-spouse","Prof-specialty","Husband","White","Male",0,1485,48,"United-States","Row3629"
"<=50K",60,,191024,"HS-grad",9,"Married-civ-spouse",,"Husband","White","Male",0,0,40,"United-States","Row3631"
"<=50K",41,"Private",89226,"HS-grad",9,"Divorced","Craft-repair","Not-in-family","White","Male",0,0,40,"United-States","Row3634"
"<=50K",26,"Private",292353,"7th-8th",4,"Married-civ-spouse","Machine-op-inspct","Husband","Other","Male",0,0,40,"United-States","Row3635"
"<=50K",45,"Private",304570,"12th",8,"Married-civ-spouse","Machine-op-inspct","Husband","Asian-Pac-Islander","Male",0,0,40,,"Row3636"
"<=50K",22,"Private",361487,"HS-grad",9,"Never-married","Craft-repair","Not-in-family","White","Male",0,0,40,"United-States","Row3638"
">50K",39,"Private",218490,"Bachelors",13,"Married-civ-spouse","Sales","Husband","White","Male",0,1848,40,"United-States","Row3639"
"<=50K",63,"Self-emp-not-inc",231777,"Bachelors",13,"Never-married","Transport-moving","Not-in-family","White","Male",0,0,40,"United-States","Row3640"
"<=50K",61,"Private",232308,"10th",6,"Married-civ-spouse","Machine-op-inspct","Husband","White","Male",0,0,40,"United-States","Row3642"
"<=50K",31,"State-gov",33308,"Assoc-voc",11,"Married-civ-spouse","Craft-repair","Husband","White","Male",0,0,40,"United-States","Row3643"
"<=50K",25,"Private",333677,"9th",5,"Married-civ-spouse","Machine-op-inspct","Husband","White","Male",0,0,45,"United-States","Row3644"
"<=50K",21,"Private",143062,"Some-college",10,"Never-married","Other-service","Own-child","White","Male",0,0,32,"United-States","Row3649"
"<=50K",18,"Private",104704,"HS-grad",9,"Never-married","Adm-clerical","Own-child","Black","Male",0,0,40,"United-States","Row3650"
">50K",34,"Private",30497,"Bachelors",13,"Married-civ-spouse","Exec-managerial","Husband","White","Male",15024,0,60,"United-States","Row3651"
">50K",44,"State-gov",174325,"Masters",14,"Married-civ-spouse","Prof-specialty","Husband","Black","Male",7688,0,40,"United-States","Row3652"
"<=50K",31,"Private",286675,"HS-grad",9,"Divorced","Craft-repair","Own-child","White","Male",0,0,50,"United-States","Row3653"
">50K",44,"Private",59474,"HS-grad",9,"Married-civ-spouse","Transport-moving","Husband","White","Male",0,0,40,"United-States","Row3654"
">50K",42,"Private",378384,"Prof-school",15,"Married-civ-spouse","Prof-specialty","Husband","White","Male",0,1902,60,"United-States","Row3655"
"<=50K",43,"Private",245842,"HS-grad",9,"Married-civ-spouse","Machine-op-inspct","Husband","White","Male",0,0,44,"Mexico","Row3656"
">50K",33,"Private",274222,"Bachelors",13,"Married-civ-spouse","Other-service","Husband","Asian-Pac-Islander","Male",7688,0,38,"United-States","Row3657"
">50K",30,"Private",206051,"HS-grad",9,"Married-civ-spouse","Handlers-cleaners","Husband","White","Male",0,0,40,"United-States","Row3659"
"<=50K",55,"Private",234213,"HS-grad",9,"Married-civ-spouse","Transport-moving","Husband","White","Male",0,0,60,"United-States","Row3660"
"<=50K",37,"Private",233490,"HS-grad",9,"Never-married","Farming-fishing","Not-in-family","White","Male",0,0,50,"United-States","Row3662"
">50K",32,"Private",344129,"HS-grad",9,"Married-civ-spouse","Machine-op-inspct","Husband","White","Male",0,0,40,"United-States","Row3663"
">50K",62,"Self-emp-not-inc",171315,"Bachelors",13,"Married-civ-spouse","Prof-specialty","Husband","White","Male",0,0,60,"United-States","Row3664"
">50K",31,"Self-emp-not-inc",181485,"Bachelors",13,"Never-married","Sales","Not-in-family","Black","Male",0,0,40,"United-States","Row3665"
">50K",51,"Private",255412,"Bachelors",13,"Married-civ-spouse","Exec-managerial","Husband","White","Male",0,0,50,"France","Row3666"
"<=50K",45,"Private",199590,"5th-6th",3,"Married-civ-spouse","Transport-moving","Husband","White","Male",0,0,38,"Mexico","Row3668"
"<=50K",47,"Private",84726,"Some-college",10,"Married-civ-spouse","Machine-op-inspct","Husband","White","Male",0,0,40,"United-States","Row3669"
"<=50K",31,,226883,"HS-grad",9,"Divorced",,"Own-child","White","Male",0,0,75,"United-States","Row3670"
"<=50K",75,"Self-emp-not-inc",184335,"11th",7,"Married-civ-spouse","Exec-managerial","Husband","White","Male",0,0,30,"United-States","Row3671"
"<=50K",43,"Private",102025,"Masters",14,"Married-civ-spouse","Prof-specialty","Husband","Other","Male",0,0,50,"United-States","Row3672"
">50K",39,"Private",183898,"Assoc-acdm",12,"Married-civ-spouse","Craft-repair","Husband","White","Male",7688,0,60,"Germany","Row3673"
">50K",30,"Private",55291,"Bachelors",13,"Married-civ-spouse","Prof-specialty","Husband","White","Male",0,0,40,"United-States","Row3674"
"<=50K",27,"Private",150025,"5th-6th",3,"Never-married","Handlers-cleaners","Other-relative","White","Male",0,0,40,"Guatemala","Row3675"
"<=50K",44,"Private",100584,"HS-grad",9,"Married-civ-spouse","Machine-op-inspct","Husband","Amer-Indian-Eskimo","Male",0,0,40,"United-States","Row3676"
"<=50K",40,"Private",150528,"Bachelors",13,"Married-civ-spouse","Adm-clerical","Husband","White","Male",0,0,40,"United-States","Row3678"
"<=50K",33,"Private",247205,"Bachelors",13,"Married-civ-spouse","Protective-serv","Husband","Black","Male",0,0,40,"England","Row3680"
"<=50K",20,"Private",291979,"HS-grad",9,"Never-married","Sales","Own-child","White","Male",0,0,40,"United-States","Row3681"
"<=50K",38,"Private",270985,"Some-college",10,"Married-civ-spouse","Exec-managerial","Husband","Black","Male",0,0,50,"United-States","Row3682"
"<=50K",46,"Self-emp-not-inc",176863,"HS-grad",9,"Married-civ-spouse","Exec-managerial","Husband","White","Male",0,0,40,"United-States","Row3684"
"<=50K",51,"Private",53197,"HS-grad",9,"Married-civ-spouse","Craft-repair","Husband","White","Male",0,0,40,"United-States","Row3685"
"<=50K",24,"Private",308205,"7th-8th",4,"Never-married","Handlers-cleaners","Other-relative","White","Male",0,0,40,"Mexico","Row3687"
"<=50K",30,"Private",306383,"Some-college",10,"Divorced","Handlers-cleaners","Not-in-family","White","Male",0,0,50,"United-States","Row3688"
"<=50K",70,"Private",35494,"HS-grad",9,"Married-civ-spouse","Exec-managerial","Husband","White","Male",0,0,30,"United-States","Row3689"
"<=50K",26,"Private",291968,"HS-grad",9,"Married-civ-spouse","Transport-moving","Husband","White","Male",0,0,44,"United-States","Row3690"
"<=50K",34,"Private",80933,"HS-grad",9,"Married-civ-spouse","Craft-repair","Husband","White","Male",0,1672,40,"United-States","Row3691"
">50K",46,"Private",271828,"HS-grad",9,"Married-civ-spouse","Craft-repair","Husband","White","Male",0,0,40,"United-States","Row3692"
"<=50K",37,"Local-gov",31023,"Some-college",10,"Married-civ-spouse","Other-service","Husband","White","Male",0,0,40,"United-States","Row3694"
"<=50K",28,"Private",241895,"HS-grad",9,"Married-civ-spouse","Sales","Husband","White","Male",0,1628,40,"United-States","Row3697"
">50K",44,"Self-emp-not-inc",158555,"Some-college",10,"Married-civ-spouse","Exec-managerial","Husband","White","Male",0,0,50,"United-States","Row3698"
"<=50K",58,"Private",140363,"HS-grad",9,"Divorced","Machine-op-inspct","Not-in-family","White","Male",3325,0,30,"United-States","Row3699"
">50K",53,"Private",123429,"Some-college",10,"Married-civ-spouse","Exec-managerial","Husband","White","Male",0,0,60,"United-States","Row3700"
"<=50K",23,"Private",40060,"Some-college",10,"Married-civ-spouse","Handlers-cleaners","Husband","White","Male",0,0,40,"United-States","Row3701"
"<=50K",26,"Private",290286,"HS-grad",9,"Never-married","Craft-repair","Not-in-family","Black","Male",0,0,40,"United-States","Row3702"
"<=50K",21,,249271,"Some-college",10,"Married-civ-spouse",,"Husband","White","Male",0,0,40,"United-States","Row3703"
"<=50K",43,"Private",76487,"11th",7,"Married-civ-spouse","Craft-repair","Husband","White","Male",0,0,40,"United-States","Row3705"
"<=50K",22,"Private",437994,"Some-college",10,"Never-married","Other-service","Other-relative","Black","Male",0,0,20,"United-States","Row3706"
">50K",41,"Private",113555,"Some-college",10,"Married-civ-spouse","Craft-repair","Husband","Amer-Indian-Eskimo","Male",7298,0,50,"United-States","Row3707"
"<=50K",36,"Private",160120,"HS-grad",9,"Married-civ-spouse","Adm-clerical","Husband","Asian-Pac-Islander","Male",0,0,40,"Vietnam","Row3708"
"<=50K",27,"Private",406662,"HS-grad",9,"Never-married","Adm-clerical","Not-in-family","White","Male",4416,0,40,"United-States","Row3710"
"<=50K",42,"Self-emp-not-inc",37618,"Some-college",10,"Married-civ-spouse","Farming-fishing","Husband","White","Male",0,0,60,"United-States","Row3711"
"<=50K",41,"Private",115562,"HS-grad",9,"Divorced","Protective-serv","Own-child","White","Male",0,0,40,"United-States","Row3713"
"<=50K",21,"Private",344891,"Some-college",10,"Never-married","Adm-clerical","Own-child","Asian-Pac-Islander","Male",0,0,20,"United-States","Row3715"
">50K",44,"Private",286750,"Bachelors",13,"Married-civ-spouse","Exec-managerial","Husband","Black","Male",0,0,50,"United-States","Row3716"
"<=50K",29,"Private",194197,"Bachelors",13,"Never-married","Exec-managerial","Own-child","White","Male",0,0,40,"United-States","Row3717"
"<=50K",21,"Local-gov",596776,"Some-college",10,"Never-married","Adm-clerical","Own-child","White","Male",0,0,40,"Guatemala","Row3719"
"<=50K",46,"Private",56841,"HS-grad",9,"Married-civ-spouse","Transport-moving","Husband","White","Male",0,0,40,"United-States","Row3720"
">50K",38,"Private",112561,"Bachelors",13,"Married-civ-spouse","Exec-managerial","Husband","White","Male",0,0,55,"United-States","Row3721"
">50K",43,"Private",147110,"Some-college",10,"Never-married","Adm-clerical","Unmarried","White","Male",0,0,48,"United-States","Row3722"
">50K",54,"Self-emp-inc",175339,"HS-grad",9,"Married-civ-spouse","Sales","Husband","White","Male",0,0,50,"United-States","Row3723"
">50K",38,"Private",234901,"Masters",14,"Married-civ-spouse","Exec-managerial","Husband","White","Male",0,1977,60,"United-States","Row3724"
"<=50K",18,,298133,"Some-college",10,"Never-married",,"Own-child","White","Male",0,0,40,"United-States","Row3725"
"<=50K",30,"Private",151868,"9th",5,"Married-civ-spouse","Craft-repair","Husband","White","Male",0,0,40,"United-States","Row3728"
"<=50K",37,"Federal-gov",203070,"Some-college",10,"Married-civ-spouse","Craft-repair","Husband","White","Male",0,0,43,"United-States","Row3731"
">50K",32,"Private",107843,"HS-grad",9,"Married-civ-spouse","Machine-op-inspct","Husband","White","Male",5178,0,50,"United-States","Row3732"
"<=50K",30,"Private",125762,"Some-college",10,"Married-civ-spouse","Adm-clerical","Husband","White","Male",0,0,30,"United-States","Row3735"
"<=50K",18,"Private",193741,"11th",7,"Never-married","Other-service","Other-relative","Black","Male",0,0,30,"United-States","Row3737"
"<=50K",27,"Private",588905,"HS-grad",9,"Married-civ-spouse","Craft-repair","Husband","White","Male",0,0,40,"United-States","Row3738"
"<=50K",49,"Private",115613,"9th",5,"Married-civ-spouse","Other-service","Husband","White","Male",0,0,40,"United-States","Row3739"
">50K",46,"State-gov",222374,"HS-grad",9,"Married-civ-spouse","Other-service","Husband","White","Male",0,0,43,"United-States","Row3740"
"<=50K",37,"Private",185359,"HS-grad",9,"Married-civ-spouse","Adm-clerical","Husband","White","Male",0,0,40,"United-States","Row3741"
"<=50K",30,"Private",173647,"Some-college",10,"Divorced","Transport-moving","Not-in-family","White","Male",0,0,40,"United-States","Row3742"
"<=50K",22,,517995,"HS-grad",9,"Never-married",,"Own-child","White","Male",0,0,40,"Mexico","Row3744"
"<=50K",25,"Self-emp-not-inc",189027,"HS-grad",9,"Married-civ-spouse","Farming-fishing","Husband","White","Male",0,0,30,"United-States","Row3745"
"<=50K",35,"Private",334291,"Some-college",10,"Married-civ-spouse","Craft-repair","Husband","White","Male",0,0,50,"United-States","Row3748"
">50K",56,"Private",318450,"Masters",14,"Married-civ-spouse","Adm-clerical","Husband","White","Male",0,0,80,"United-States","Row3749"
"<=50K",41,"Private",119721,"HS-grad",9,"Married-civ-spouse","Tech-support","Husband","White","Male",0,0,40,"United-States","Row3751"
"<=50K",47,"Private",142719,"HS-grad",9,"Married-civ-spouse","Machine-op-inspct","Husband","White","Male",0,0,40,"United-States","Row3752"
">50K",46,"Self-emp-not-inc",236852,"Bachelors",13,"Married-civ-spouse","Sales","Husband","White","Male",0,0,45,"United-States","Row3754"
"<=50K",28,"Local-gov",154863,"HS-grad",9,"Never-married","Protective-serv","Other-relative","Black","Male",0,1876,40,"United-States","Row3755"
">50K",39,"Private",33355,"HS-grad",9,"Married-civ-spouse","Transport-moving","Husband","White","Male",7298,0,48,"United-States","Row3758"
"<=50K",68,,196782,"7th-8th",4,"Married-civ-spouse",,"Husband","White","Male",0,0,30,"United-States","Row3759"
">50K",37,"Self-emp-inc",291518,"Bachelors",13,"Married-civ-spouse","Craft-repair","Husband","White","Male",15024,0,55,"United-States","Row3760"
">50K",24,"Private",23438,"Assoc-voc",11,"Never-married","Adm-clerical","Not-in-family","White","Male",0,0,30,"United-States","Row3763"
"<=50K",19,"Private",202673,"Some-college",10,"Never-married","Handlers-cleaners","Own-child","White","Male",0,0,50,"United-States","Row3764"
"<=50K",37,"Local-gov",264503,"HS-grad",9,"Married-civ-spouse","Protective-serv","Husband","White","Male",0,0,40,"United-States","Row3766"
"<=50K",28,"Private",209109,"Bachelors",13,"Married-civ-spouse","Other-service","Husband","White","Male",0,0,50,"United-States","Row3768"
"<=50K",52,"Private",101752,"Assoc-voc",11,"Married-civ-spouse","Transport-moving","Husband","White","Male",0,0,56,"United-States","Row3772"
">50K",49,"Self-emp-inc",362654,"Some-college",10,"Married-civ-spouse","Exec-managerial","Husband","White","Male",15024,0,50,"United-States","Row3774"
"<=50K",80,"Private",87518,"Some-college",10,"Never-married","Prof-specialty","Not-in-family","White","Male",0,1816,60,"United-States","Row3777"
"<=50K",63,"Private",113324,"Some-college",10,"Married-civ-spouse","Protective-serv","Husband","White","Male",0,0,40,"United-States","Row3778"
">50K",63,"Private",96299,"HS-grad",9,"Divorced","Transport-moving","Unmarried","White","Male",0,0,45,"United-States","Row3779"
"<=50K",66,"Self-emp-not-inc",212456,"HS-grad",9,"Widowed","Craft-repair","Not-in-family","White","Male",0,0,20,"United-States","Row3782"
"<=50K",33,"Self-emp-not-inc",131568,"HS-grad",9,"Married-civ-spouse","Sales","Husband","White","Male",0,0,66,"United-States","Row3783"
"<=50K",49,"Private",185859,"HS-grad",9,"Married-civ-spouse","Craft-repair","Husband","White","Male",0,0,43,"United-States","Row3784"
"<=50K",20,"Private",231981,"Some-college",10,"Never-married","Transport-moving","Not-in-family","White","Male",0,0,32,"United-States","Row3785"
">50K",33,"Self-emp-inc",117963,"Assoc-acdm",12,"Married-civ-spouse","Exec-managerial","Husband","White","Male",0,1887,60,"United-States","Row3786"
"<=50K",26,"Private",78172,"Some-college",10,"Married-AF-spouse","Protective-serv","Husband","White","Male",0,0,40,"United-States","Row3787"
">50K",52,"Private",164135,"HS-grad",9,"Married-civ-spouse","Exec-managerial","Husband","White","Male",0,0,50,"United-States","Row3788"
">50K",33,"Private",171216,"Bachelors",13,"Married-civ-spouse","Exec-managerial","Husband","White","Male",0,0,50,"United-States","Row3789"
"<=50K",47,"Private",140664,"Bachelors",13,"Divorced","Sales","Not-in-family","White","Male",0,0,45,"United-States","Row3790"
"<=50K",23,"Private",249277,"HS-grad",9,"Never-married","Exec-managerial","Own-child","Black","Male",0,0,75,"United-States","Row3791"
