"income","age","workclass","fnlwgt","education","education-num","marital-status","occupation","relationship","race","sex","capital-gain","capital-loss","hours-per-week","native-country","RowID"
"<=50K",48,"Private",229846,"Assoc-voc",11,"Divorced","Other-service","Not-in-family","White","Female",0,0,40,,"Row4578"
"<=50K",43,"Private",108945,"Some-college",10,"Divorced","Prof-specialty","Unmarried","White","Female",0,0,38,"United-States","Row4579"
"<=50K",37,"Private",324019,"Assoc-acdm",12,"Never-married","Adm-clerical","Not-in-family","White","Female",0,0,40,"United-States","Row4582"
"<=50K",39,"Private",82488,"Some-college",10,"Divorced","Sales","Unmarried","Asian-Pac-Islander","Female",0,0,38,"United-States","Row4583"
"<=50K",21,"Private",152540,"HS-grad",9,"Never-married","Adm-clerical","Not-in-family","White","Female",0,0,35,"United-States","Row4586"
"<=50K",65,"Private",143554,"Some-college",10,"Separated","Adm-clerical","Not-in-family","White","Female",0,0,38,"United-States","Row4587"
"<=50K",30,"Private",126242,"Some-college",10,"Married-civ-spouse","Other-service","Wife","White","Female",0,0,40,"United-States","Row4588"
"<=50K",22,"Private",127185,"9th",5,"Never-married","Machine-op-inspct","Not-in-family","White","Female",0,0,40,"United-States","Row4589"
">50K",35,,117528,"Assoc-voc",11,"Married-civ-spouse",,"Wife","White","Female",0,0,40,"United-States","Row4592"
"<=50K",24,"State-gov",123160,"Masters",14,"Married-spouse-absent","Prof-specialty","Not-in-family","Asian-Pac-Islander","Female",0,0,10,"China","Row4598"
"<=50K",44,"Private",129100,"11th",7,"Separated","Other-service","Unmarried","Black","Female",0,0,60,"United-States","Row4601"
"<=50K",40,"Private",210275,"HS-grad",9,"Separated","Transport-moving","Unmarried","Black","Female",0,0,40,"United-States","Row4602"
"<=50K",26,"Private",171114,"Assoc-voc",11,"Separated","Adm-clerical","Unmarried","White","Female",0,0,35,"United-States","Row4604"
"<=50K",22,"Private",201799,"HS-grad",9,"Never-married","Sales","Own-child","White","Female",0,0,40,"United-States","Row4605"
"<=50K",35,,200426,"HS-grad",9,"Married-civ-spouse",,"Wife","White","Female",0,0,12,"United-States","Row4606"
"<=50K",20,,24395,"Some-college",10,"Never-married",,"Unmarried","White","Female",0,0,20,"United-States","Row4607"
"<=50K",43,"Private",191149,"HS-grad",9,"Divorced","Exec-managerial","Not-in-family","White","Female",0,0,40,"United-States","Row4608"
"<=50K",37,"Local-gov",34173,"HS-grad",9,"Married-civ-spouse","Other-service","Wife","White","Female",0,0,25,"United-States","Row4609"
"<=50K",36,"Private",130926,"Bachelors",13,"Divorced","Adm-clerical","Not-in-family","White","Female",3674,0,40,"United-States","Row4616"
"<=50K",17,"Private",181580,"11th",7,"Never-married","Other-service","Own-child","White","Female",0,0,16,"United-States","Row4623"
"<=50K",29,"Private",89030,"HS-grad",9,"Never-married","Sales","Unmarried","White","Female",0,0,40,"United-States","Row4624"
">50K",45,"Private",168837,"Some-college",10,"Married-civ-spouse","Adm-clerical","Wife","White","Female",0,0,24,"Canada","Row4629"
"<=50K",47,"Private",121958,"7th-8th",4,"Married-spouse-absent","Other-service","Unmarried","White","Female",0,0,30,"United-States","Row4633"
"<=50K",66,"State-gov",41506,"10th",6,"Divorced","Other-service","Not-in-family","Black","Female",0,0,40,"United-States","Row4638"
"<=50K",59,"Private",381851,"9th",5,"Widowed","Other-service","Unmarried","Black","Female",0,0,40,"United-States","Row4643"
"<=50K",26,"Private",195994,"Some-college",10,"Never-married","Sales","Not-in-family","White","Female",0,0,15,"United-States","Row4648"
"<=50K",48,"Private",398843,"Some-college",10,"Separated","Sales","Unmarried","Black","Female",0,0,35,"United-States","Row4649"
"<=50K",31,"Private",73514,"HS-grad",9,"Never-married","Sales","Own-child","Asian-Pac-Islander","Female",0,0,40,"United-States","Row4650"
"<=50K",48,"Private",54759,"HS-grad",9,"Divorced","Prof-specialty","Unmarried","White","Female",0,0,38,"United-States","Row4652"
"<=50K",19,,124884,"9th",5,"Never-married",,"Not-in-family","White","Female",0,0,25,"United-States","Row4655"
">50K",37,"Local-gov",287306,"Assoc-acdm",12,"Married-civ-spouse","Prof-specialty","Wife","Black","Female",99999,0,40,,"Row4656"
"<=50K",18,"Private",146378,"Some-college",10,"Never-married","Other-service","Own-child","White","Female",0,0,40,,"Row4658"
"<=50K",35,"Private",182467,"Assoc-voc",11,"Married-civ-spouse","Craft-repair","Wife","White","Female",0,0,44,"United-States","Row4663"
"<=50K",35,"Private",332588,"HS-grad",9,"Divorced","Other-service","Unmarried","White","Female",0,0,30,"United-States","Row4665"
"<=50K",25,"Private",262778,"Bachelors",13,"Never-married","Sales","Not-in-family","White","Female",6849,0,50,"United-States","Row4672"
"<=50K",40,"State-gov",91949,"Doctorate",16,"Never-married","Prof-specialty","Not-in-family","Black","Female",0,0,40,"United-States","Row4678"
"<=50K",21,"Private",123727,"HS-grad",9,"Never-married","Exec-managerial","Other-relative","White","Female",0,0,40,"United-States","Row4679"
"<=50K",20,"Private",36235,"Assoc-acdm",12,"Never-married","Adm-clerical","Not-in-family","White","Female",0,0,40,"United-States","Row4684"
">50K",34,,317219,"Some-college",10,"Married-civ-spouse",,"Wife","White","Female",0,0,20,"United-States","Row4685"
"<=50K",45,"Private",123283,"HS-grad",9,"Separated","Machine-op-inspct","Unmarried","Black","Female",0,0,15,"United-States","Row4687"
"<=50K",20,,249087,"Some-college",10,"Never-married",,"Own-child","White","Female",0,0,40,"United-States","Row4688"
">50K",55,"Self-emp-not-inc",168625,"Some-college",10,"Divorced","Tech-support","Not-in-family","White","Female",0,0,12,"United-States","Row4692"
"<=50K",18,"Private",57957,"HS-grad",9,"Never-married","Sales","Own-child","White","Female",0,0,15,"United-States","Row4702"
">50K",60,"Self-emp-not-inc",88570,"Assoc-voc",11,"Married-civ-spouse","Transport-moving","Wife","White","Female",0,0,15,"Germany","Row4704"
"<=50K",40,"Private",273308,"HS-grad",9,"Divorced","Machine-op-inspct","Unmarried","White","Female",0,0,48,"Mexico","Row4705"
"<=50K",20,"Private",215247,"Some-college",10,"Never-married","Adm-clerical","Own-child","White","Female",0,0,20,"United-States","Row4712"
"<=50K",22,"Private",74631,"Some-college",10,"Never-married","Handlers-cleaners","Own-child","White","Female",0,0,13,"United-States","Row4714"
"<=50K",38,"State-gov",354591,"HS-grad",9,"Never-married","Other-service","Unmarried","Black","Female",114,0,38,"United-States","Row4716"
"<=50K",46,"Private",308334,"1st-4th",2,"Widowed","Other-service","Unmarried","Other","Female",0,0,30,"Mexico","Row4718"
"<=50K",39,"Private",245361,"Bachelors",13,"Divorced","Exec-managerial","Not-in-family","White","Female",0,0,25,"United-States","Row4719"
"<=50K",79,"Self-emp-not-inc",158319,"HS-grad",9,"Widowed","Other-service","Not-in-family","White","Female",0,0,24,"United-States","Row4720"
"<=50K",22,"State-gov",64292,"Bachelors",13,"Never-married","Prof-specialty","Own-child","White","Female",0,0,43,"United-States","Row4728"
"<=50K",69,,628797,"Some-college",10,"Widowed",,"Not-in-family","White","Female",0,0,20,"United-States","Row4729"
"<=50K",55,"Local-gov",219775,"HS-grad",9,"Divorced","Other-service","Unmarried","White","Female",0,0,38,"United-States","Row4730"
"<=50K",22,"Private",239806,"Assoc-voc",11,"Never-married","Other-service","Other-relative","White","Female",0,0,40,"Mexico","Row4734"
"<=50K",33,"Federal-gov",207172,"HS-grad",9,"Never-married","Exec-managerial","Not-in-family","White","Female",0,0,40,"United-States","Row4739"
"<=50K",31,"Private",100734,"Doctorate",16,"Never-married","Prof-specialty","Not-in-family","White","Female",0,0,28,"United-States","Row4741"
"<=50K",47,,224108,"HS-grad",9,"Widowed",,"Unmarried","White","Female",0,0,40,"United-States","Row4745"
"<=50K",62,"Local-gov",249078,"Bachelors",13,"Divorced","Prof-specialty","Not-in-family","Black","Female",0,0,40,"United-States","Row4749"
"<=50K",50,"Self-emp-inc",174855,"HS-grad",9,"Divorced","Exec-managerial","Unmarried","White","Female",0,0,40,"United-States","Row4754"
"<=50K",76,"Private",97077,"10th",6,"Widowed","Sales","Unmarried","Black","Female",0,0,12,"United-States","Row4759"
"<=50K",54,"Private",200098,"Bachelors",13,"Divorced","Sales","Not-in-family","Black","Female",0,0,60,"United-States","Row4760"
"<=50K",31,"Private",315128,"Some-college",10,"Never-married","Adm-clerical","Not-in-family","White","Female",0,0,52,"United-States","Row4762"
"<=50K",21,"Private",250051,"Some-college",10,"Never-married","Prof-specialty","Own-child","White","Female",0,0,10,"United-States","Row4767"
"<=50K",26,"State-gov",109193,"Some-college",10,"Never-married","Craft-repair","Not-in-family","White","Female",0,0,40,"United-States","Row4769"
"<=50K",18,"Private",130849,"11th",7,"Never-married","Other-service","Own-child","White","Female",0,0,8,"United-States","Row4770"
">50K",66,"Local-gov",222810,"Some-college",10,"Divorced","Other-service","Other-relative","White","Female",7896,0,40,,"Row4772"
"<=50K",30,"Private",53158,"Assoc-acdm",12,"Never-married","Tech-support","Not-in-family","White","Female",0,0,40,"United-States","Row4774"
"<=50K",25,"Private",228608,"Some-college",10,"Never-married","Craft-repair","Other-relative","Asian-Pac-Islander","Female",0,0,40,"Cambodia","Row4785"
"<=50K",44,"Private",421449,"HS-grad",9,"Divorced","Adm-clerical","Unmarried","White","Female",0,0,40,"United-States","Row4791"
"<=50K",29,"Private",232914,"Assoc-voc",11,"Never-married","Adm-clerical","Own-child","Black","Female",0,0,40,"United-States","Row4796"
"<=50K",27,"Private",123984,"Assoc-acdm",12,"Never-married","Other-service","Not-in-family","Asian-Pac-Islander","Female",0,0,35,"Philippines","Row4803"
">50K",51,"Federal-gov",282680,"Doctorate",16,"Never-married","Prof-specialty","Not-in-family","White","Female",0,1564,70,"United-States","Row4805"
"<=50K",26,"Private",150361,"Bachelors",13,"Never-married","Prof-specialty","Not-in-family","White","Female",0,0,40,"United-States","Row4811"
">50K",69,,164102,"HS-grad",9,"Divorced",,"Not-in-family","White","Female",0,0,40,"United-States","Row4812"
"<=50K",30,"Private",205204,"HS-grad",9,"Never-married","Adm-clerical","Own-child","White","Female",0,0,40,"United-States","Row4814"
"<=50K",31,"Local-gov",168906,"Assoc-acdm",12,"Married-civ-spouse","Adm-clerical","Wife","White","Female",0,0,35,"United-States","Row4815"
"<=50K",27,"Private",116531,"Bachelors",13,"Never-married","Exec-managerial","Not-in-family","White","Female",0,0,40,"United-States","Row4817"
"<=50K",20,,202994,"Some-college",10,"Never-married",,"Own-child","White","Female",0,0,16,"United-States","Row4818"
"<=50K",56,"Private",191917,"Assoc-acdm",12,"Divorced","Adm-clerical","Unmarried","White","Female",4101,0,40,"United-States","Row4819"
"<=50K",47,"Private",216734,"Bachelors",13,"Divorced","Sales","Unmarried","White","Female",0,0,50,"United-States","Row4821"
"<=50K",20,"Private",147171,"Some-college",10,"Never-married","Adm-clerical","Unmarried","Asian-Pac-Islander","Female",0,0,40,"Vietnam","Row4826"
"<=50K",31,"Private",193650,"11th",7,"Divorced","Other-service","Not-in-family","White","Female",0,0,40,"United-States","Row4828"
"<=50K",42,"Private",200187,"Assoc-voc",11,"Divorced","Other-service","Unmarried","White","Female",0,0,32,"United-States","Row4829"
"<=50K",56,"Private",398067,"HS-grad",9,"Widowed","Adm-clerical","Not-in-family","White","Female",0,0,40,"United-States","Row4831"
"<=50K",81,"Private",364099,"Some-college",10,"Divorced","Adm-clerical","Not-in-family","White","Female",0,0,20,"United-States","Row4834"
"<=50K",28,,291374,"10th",6,"Never-married",,"Unmarried","Black","Female",0,0,40,"United-States","Row4835"
"<=50K",34,"Private",117983,"HS-grad",9,"Never-married","Adm-clerical","Not-in-family","White","Female",0,0,40,"United-States","Row4837"
"<=50K",24,"Private",64167,"Assoc-voc",11,"Never-married","Tech-support","Unmarried","Black","Female",0,0,40,"United-States","Row4839"
"<=50K",68,"Federal-gov",232151,"Some-college",10,"Divorced","Adm-clerical","Other-relative","Black","Female",2346,0,40,"United-States","Row4841"
"<=50K",60,"Private",225526,"HS-grad",9,"Separated","Sales","Not-in-family","White","Female",0,0,32,"United-States","Row4842"
"<=50K",31,"Private",150309,"Bachelors",13,"Separated","Exec-managerial","Not-in-family","White","Female",0,0,70,"United-States","Row4848"
"<=50K",25,"Private",74883,"Bachelors",13,"Never-married","Tech-support","Not-in-family","Asian-Pac-Islander","Female",0,1092,40,"Philippines","Row4854"
"<=50K",20,"Private",275190,"HS-grad",9,"Never-married","Adm-clerical","Own-child","White","Female",0,0,40,"United-States","Row4855"
"<=50K",32,"Private",189838,"HS-grad",9,"Never-married","Sales","Not-in-family","White","Female",0,0,50,"United-States","Row4856"
"<=50K",41,"Local-gov",88904,"Bachelors",13,"Separated","Prof-specialty","Unmarried","Black","Female",0,0,40,"United-States","Row4860"
"<=50K",23,"Private",183327,"HS-grad",9,"Never-married","Craft-repair","Own-child","Black","Female",0,1594,20,"United-States","Row4864"
"<=50K",33,"Private",141229,"Some-college",10,"Divorced","Other-service","Not-in-family","White","Female",0,0,50,"United-States","Row4869"
"<=50K",25,"Private",366416,"HS-grad",9,"Never-married","Adm-clerical","Own-child","White","Female",0,0,40,"United-States","Row4871"
">50K",50,"Private",184424,"Some-college",10,"Married-civ-spouse","Adm-clerical","Wife","White","Female",0,1902,38,"United-States","Row4874"
"<=50K",47,"Federal-gov",99549,"Some-college",10,"Divorced","Adm-clerical","Unmarried","Black","Female",0,0,40,"United-States","Row4877"
">50K",46,"Private",72619,"Some-college",10,"Married-civ-spouse","Exec-managerial","Wife","White","Female",0,0,40,"United-States","Row4878"
"<=50K",26,,176077,"Some-college",10,"Never-married",,"Unmarried","White","Female",0,0,40,"United-States","Row4884"
"<=50K",34,"Private",114973,"HS-grad",9,"Separated","Exec-managerial","Unmarried","White","Female",0,0,30,"United-States","Row4886"
"<=50K",33,"Federal-gov",159548,"Assoc-acdm",12,"Never-married","Adm-clerical","Unmarried","Black","Female",0,0,40,"United-States","Row4887"
"<=50K",21,"Private",169699,"Some-college",10,"Never-married","Other-service","Not-in-family","White","Female",0,0,35,"United-States","Row4891"
"<=50K",23,"Private",218215,"Assoc-acdm",12,"Never-married","Other-service","Own-child","White","Female",0,0,35,"United-States","Row4892"
"<=50K",30,"Private",156718,"HS-grad",9,"Never-married","Tech-support","Not-in-family","White","Female",0,0,40,"United-States","Row4893"
">50K",43,"Private",116852,"HS-grad",9,"Married-civ-spouse","Exec-managerial","Wife","White","Female",0,0,36,"Portugal","Row4905"
">50K",45,"Private",154430,"Bachelors",13,"Widowed","Prof-specialty","Not-in-family","White","Female",10520,0,50,"United-States","Row4906"
"<=50K",37,"Private",38468,"Some-college",10,"Never-married","Adm-clerical","Not-in-family","White","Female",0,0,40,"United-States","Row4907"
"<=50K",55,"Local-gov",177163,"Masters",14,"Widowed","Prof-specialty","Unmarried","White","Female",914,0,50,"United-States","Row4909"
"<=50K",23,"Private",107578,"Bachelors",13,"Never-married","Adm-clerical","Own-child","White","Female",2174,0,40,"United-States","Row4911"
"<=50K",38,"Private",168680,"Some-college",10,"Never-married","Adm-clerical","Own-child","Black","Female",0,0,40,"United-States","Row4912"
"<=50K",23,"Private",256755,"Bachelors",13,"Never-married","Handlers-cleaners","Other-relative","White","Female",0,0,40,"Cuba","Row4913"
"<=50K",25,"Private",252752,"Some-college",10,"Never-married","Prof-specialty","Not-in-family","White","Female",0,0,8,"United-States","Row4917"
"<=50K",23,"Private",244408,"Some-college",10,"Never-married","Adm-clerical","Other-relative","Asian-Pac-Islander","Female",0,0,24,"Vietnam","Row4919"
"<=50K",41,"Private",178983,"HS-grad",9,"Married-civ-spouse","Adm-clerical","Wife","White","Female",0,0,40,"United-States","Row4920"
"<=50K",35,"Private",246829,"HS-grad",9,"Divorced","Exec-managerial","Unmarried","White","Female",0,0,40,"United-States","Row4924"
"<=50K",29,"Private",119170,"Some-college",10,"Separated","Tech-support","Unmarried","White","Female",0,0,40,"United-States","Row4926"
"<=50K",21,"Private",207923,"Some-college",10,"Married-spouse-absent","Adm-clerical","Own-child","White","Female",0,0,15,"United-States","Row4927"
"<=50K",19,"Private",291429,"HS-grad",9,"Never-married","Other-service","Own-child","White","Female",0,0,25,"United-States","Row4931"
"<=50K",31,"State-gov",111843,"Assoc-acdm",12,"Separated","Other-service","Unmarried","Black","Female",0,0,40,"United-States","Row4933"
"<=50K",46,"Federal-gov",340718,"11th",7,"Widowed","Adm-clerical","Not-in-family","White","Female",0,0,40,"United-States","Row4936"
"<=50K",31,"Private",47296,"Some-college",10,"Married-civ-spouse","Adm-clerical","Wife","White","Female",0,1740,20,"United-States","Row4938"
"<=50K",28,"State-gov",286310,"HS-grad",9,"Married-civ-spouse","Adm-clerical","Own-child","White","Female",0,0,40,"United-States","Row4939"
"<=50K",17,,139183,"10th",6,"Never-married",,"Own-child","White","Female",0,0,15,"United-States","Row4942"
"<=50K",60,"Federal-gov",21876,"Some-college",10,"Divorced","Prof-specialty","Not-in-family","Amer-Indian-Eskimo","Female",0,0,40,"United-States","Row4948"
"<=50K",36,"Private",169926,"HS-grad",9,"Divorced","Sales","Not-in-family","White","Female",0,0,40,"United-States","Row4954"
"<=50K",25,"Private",108779,"Masters",14,"Separated","Other-service","Own-child","White","Female",0,0,40,"United-States","Row4957"
"<=50K",20,,293136,"Some-college",10,"Never-married",,"Own-child","White","Female",0,0,35,"United-States","Row4958"
"<=50K",17,"Local-gov",246308,"11th",7,"Never-married","Prof-specialty","Own-child","White","Female",0,0,20,"Puerto-Rico","Row4960"
">50K",28,"Private",51331,"Assoc-acdm",12,"Married-civ-spouse","Exec-managerial","Wife","White","Female",0,0,16,"United-States","Row4961"
"<=50K",47,"Private",169180,"Masters",14,"Never-married","Prof-specialty","Not-in-family","White","Female",0,0,35,"United-States","Row4963"
">50K",44,"Self-emp-not-inc",402397,"Masters",14,"Married-civ-spouse","Exec-managerial","Wife","White","Female",0,1902,60,"United-States","Row4967"
"<=50K",19,"Federal-gov",27433,"12th",8,"Never-married","Other-service","Own-child","White","Female",0,0,30,"United-States","Row4986"
"<=50K",52,"Private",270142,"Assoc-voc",11,"Separated","Exec-managerial","Unmarried","Black","Female",0,0,60,"United-States","Row4989"
"<=50K",43,"Private",222971,"5th-6th",3,"Never-married","Machine-op-inspct","Unmarried","White","Female",0,0,40,"Mexico","Row4995"
"<=50K",58,"Local-gov",54947,"Some-college",10,"Never-married","Prof-specialty","Not-in-family","White","Female",0,0,55,"United-States","Row4999"
"<=50K",55,"Private",151474,"Bachelors",13,"Never-married","Tech-support","Other-relative","White","Female",0,1590,38,"United-States","Row5001"
"<=50K",26,"Private",132661,"HS-grad",9,"Married-civ-spouse","Exec-managerial","Wife","White","Female",5013,0,40,"United-States","Row5002"
"<=50K",28,"Private",161674,"HS-grad",9,"Never-married","Machine-op-inspct","Unmarried","White","Female",0,0,40,"United-States","Row5003"
"<=50K",23,"State-gov",305498,"Assoc-voc",11,"Never-married","Tech-support","Not-in-family","White","Female",0,0,40,"United-States","Row5010"
"<=50K",44,"Local-gov",202872,"Some-college",10,"Divorced","Prof-specialty","Unmarried","White","Female",0,0,25,"United-States","Row5016"
"<=50K",27,"Private",198813,"HS-grad",9,"Divorced","Adm-clerical","Own-child","Black","Female",0,0,40,"United-States","Row5017"
"<=50K",18,,30246,"Some-college",10,"Never-married",,"Own-child","White","Female",0,0,20,"United-States","Row5020"
"<=50K",34,"Private",134886,"Some-college",10,"Never-married","Adm-clerical","Not-in-family","White","Female",0,0,40,"United-States","Row5023"
">50K",33,"Federal-gov",348491,"Some-college",10,"Married-civ-spouse","Exec-managerial","Wife","Black","Female",0,0,40,"United-States","Row5027"
"<=50K",17,"Private",121037,"12th",8,"Never-married","Sales","Own-child","White","Female",0,0,15,"United-States","Row5029"
"<=50K",55,"Private",84774,"HS-grad",9,"Married-civ-spouse","Priv-house-serv","Wife","White","Female",0,0,30,"United-States","Row5035"
"<=50K",27,"Private",194590,"Assoc-acdm",12,"Married-civ-spouse","Adm-clerical","Wife","Black","Female",0,0,25,"United-States","Row5036"
"<=50K",53,"State-gov",144586,"Some-college",10,"Never-married","Protective-serv","Not-in-family","White","Female",0,0,40,"United-States","Row5040"
"<=50K",25,"Private",371987,"HS-grad",9,"Divorced","Adm-clerical","Not-in-family","White","Female",0,0,40,"United-States","Row5042"
"<=50K",44,"State-gov",144125,"Bachelors",13,"Divorced","Prof-specialty","Not-in-family","White","Female",0,0,40,"United-States","Row5043"
"<=50K",39,"Private",56648,"HS-grad",9,"Separated","Sales","Not-in-family","White","Female",0,0,47,"United-States","Row5052"
"<=50K",42,"Private",178134,"Some-college",10,"Divorced","Adm-clerical","Not-in-family","White","Female",0,0,30,"United-States","Row5059"
"<=50K",18,,163788,"Some-college",10,"Never-married",,"Own-child","White","Female",0,0,40,"United-States","Row5064"
">50K",33,"Private",254221,"Doctorate",16,"Never-married","Prof-specialty","Not-in-family","White","Female",0,0,60,"United-States","Row5069"
">50K",36,"Self-emp-not-inc",20333,"HS-grad",9,"Married-civ-spouse","Sales","Wife","White","Female",7688,0,40,"United-States","Row5075"
"<=50K",32,"Federal-gov",128714,"HS-grad",9,"Never-married","Other-service","Own-child","Black","Female",0,0,32,"United-States","Row5076"
"<=50K",35,"Private",170797,"Bachelors",13,"Divorced","Other-service","Not-in-family","White","Female",0,0,40,"United-States","Row5077"
"<=50K",30,"Private",211840,"Some-college",10,"Separated","Sales","Unmarried","Black","Female",0,0,16,"United-States","Row5080"
"<=50K",25,"Private",251854,"Some-college",10,"Never-married","Adm-clerical","Not-in-family","Black","Female",0,0,40,"Jamaica","Row5083"
"<=50K",41,"Private",279297,"HS-grad",9,"Never-married","Sales","Not-in-family","Black","Female",0,0,60,"United-States","Row5084"
"<=50K",35,"Private",170263,"HS-grad",9,"Divorced","Exec-managerial","Unmarried","White","Female",0,0,40,"United-States","Row5091"
"<=50K",33,"Private",279524,"HS-grad",9,"Divorced","Machine-op-inspct","Not-in-family","White","Female",0,0,40,"United-States","Row5094"
"<=50K",24,"State-gov",165201,"Some-college",10,"Married-civ-spouse","Adm-clerical","Wife","White","Female",0,0,45,"United-States","Row5095"
"<=50K",65,"Local-gov",323006,"HS-grad",9,"Widowed","Other-service","Unmarried","Black","Female",0,0,25,"United-States","Row5096"
"<=50K",59,"Federal-gov",243612,"HS-grad",9,"Widowed","Machine-op-inspct","Unmarried","White","Female",0,0,40,"United-States","Row5113"
"<=50K",39,"State-gov",121838,"HS-grad",9,"Divorced","Other-service","Unmarried","Black","Female",0,0,40,"United-States","Row5119"
"<=50K",28,"Local-gov",250135,"Masters",14,"Married-civ-spouse","Prof-specialty","Wife","White","Female",0,1902,55,"United-States","Row5123"
"<=50K",18,"Private",120283,"12th",8,"Never-married","Sales","Own-child","White","Female",0,0,24,"United-States","Row5124"
"<=50K",20,"Private",116791,"HS-grad",9,"Never-married","Machine-op-inspct","Other-relative","White","Female",0,0,40,"United-States","Row5126"
"<=50K",55,"State-gov",26290,"Assoc-voc",11,"Widowed","Exec-managerial","Not-in-family","Amer-Indian-Eskimo","Female",0,0,38,"United-States","Row5127"
"<=50K",22,"Private",216134,"Some-college",10,"Never-married","Sales","Own-child","Black","Female",0,0,40,"United-States","Row5128"
"<=50K",47,"State-gov",223944,"Some-college",10,"Married-civ-spouse","Adm-clerical","Wife","White","Female",0,0,30,"United-States","Row5131"
"<=50K",23,"Private",185452,"Bachelors",13,"Never-married","Exec-managerial","Not-in-family","White","Female",0,0,35,"Canada","Row5132"
"<=50K",57,"Local-gov",44273,"HS-grad",9,"Widowed","Transport-moving","Not-in-family","White","Female",0,0,40,"United-States","Row5133"
">50K",49,"Self-emp-inc",158685,"HS-grad",9,"Married-civ-spouse","Adm-clerical","Wife","White","Female",0,2377,40,"United-States","Row5137"
"<=50K",26,"Private",192506,"Bachelors",13,"Never-married","Other-service","Not-in-family","Black","Female",0,0,35,"United-States","Row5142"
"<=50K",57,"Private",372967,"10th",6,"Divorced","Adm-clerical","Other-relative","White","Female",0,0,70,"Germany","Row5143"
"<=50K",42,"Private",195821,"HS-grad",9,"Separated","Sales","Unmarried","White","Female",0,0,40,"United-States","Row5145"
"<=50K",51,"Self-emp-not-inc",218311,"Some-college",10,"Divorced","Sales","Unmarried","White","Female",0,0,50,"United-States","Row5151"
"<=50K",27,"Private",167336,"Some-college",10,"Never-married","Adm-clerical","Not-in-family","White","Female",0,0,39,"United-States","Row5152"
"<=50K",41,"Private",59938,"HS-grad",9,"Divorced","Adm-clerical","Unmarried","White","Female",0,0,43,"United-States","Row5153"
">50K",54,"Self-emp-not-inc",278230,"Some-college",10,"Divorced","Farming-fishing","Unmarried","White","Female",10520,0,30,"United-States","Row5155"
"<=50K",73,,180603,"HS-grad",9,"Widowed",,"Not-in-family","White","Female",0,0,8,"United-States","Row5156"
"<=50K",49,"Private",43910,"HS-grad",9,"Married-civ-spouse","Adm-clerical","Wife","White","Female",0,0,30,"United-States","Row5157"
">50K",42,"Local-gov",159931,"Bachelors",13,"Married-civ-spouse","Prof-specialty","Wife","White","Female",0,0,45,"United-States","Row5160"
"<=50K",32,"Private",194987,"HS-grad",9,"Married-civ-spouse","Adm-clerical","Wife","Black","Female",0,0,40,"United-States","Row5161"
">50K",32,,134886,"HS-grad",9,"Married-civ-spouse",,"Wife","White","Female",0,0,2,"United-States","Row5172"
"<=50K",67,"Private",197865,"Some-college",10,"Divorced","Adm-clerical","Not-in-family","White","Female",0,0,40,"United-States","Row5177"
"<=50K",41,"Local-gov",175149,"HS-grad",9,"Divorced","Transport-moving","Not-in-family","Black","Female",0,0,38,"United-States","Row5178"
">50K",49,"Local-gov",349633,"Masters",14,"Married-civ-spouse","Prof-specialty","Wife","White","Female",0,0,50,"United-States","Row5179"
"<=50K",36,"Private",135293,"Bachelors",13,"Divorced","Prof-specialty","Unmarried","White","Female",1506,0,45,,"Row5180"
">50K",38,"Private",146091,"Doctorate",16,"Married-civ-spouse","Exec-managerial","Wife","White","Female",99999,0,36,"United-States","Row5184"
"<=50K",66,"Private",114447,"Assoc-voc",11,"Widowed","Prof-specialty","Not-in-family","White","Female",0,0,35,"United-States","Row5187"
"<=50K",51,"Private",147954,"HS-grad",9,"Married-civ-spouse","Adm-clerical","Wife","Black","Female",3411,0,38,"United-States","Row5189"
"<=50K",17,"Private",156501,"12th",8,"Never-married","Other-service","Own-child","White","Female",0,0,16,"United-States","Row5191"
"<=50K",61,,161279,"HS-grad",9,"Widowed",,"Not-in-family","White","Female",0,0,36,"United-States","Row5193"
"<=50K",43,"Local-gov",115603,"Some-college",10,"Divorced","Adm-clerical","Unmarried","White","Female",0,0,40,"United-States","Row5195"
"<=50K",42,"Private",56483,"Assoc-acdm",12,"Divorced","Adm-clerical","Unmarried","White","Female",0,0,40,"United-States","Row5199"
"<=50K",53,,220640,"Bachelors",13,"Divorced",,"Other-relative","Other","Female",0,0,20,"United-States","Row5207"
"<=50K",28,"Private",149734,"HS-grad",9,"Never-married","Other-service","Unmarried","Black","Female",0,0,52,"United-States","Row5208"
"<=50K",25,,262245,"Assoc-voc",11,"Never-married",,"Own-child","White","Female",3418,0,40,"United-States","Row5209"
"<=50K",24,"Private",349691,"Some-college",10,"Never-married","Sales","Other-relative","Black","Female",0,0,40,"United-States","Row5210"
"<=50K",26,"Private",236068,"Some-college",10,"Never-married","Sales","Other-relative","White","Female",0,0,20,"United-States","Row5213"
"<=50K",63,,445168,"Bachelors",13,"Widowed",,"Not-in-family","Amer-Indian-Eskimo","Female",0,0,56,"United-States","Row5214"
"<=50K",36,"Private",214816,"HS-grad",9,"Never-married","Craft-repair","Not-in-family","White","Female",0,0,40,"United-States","Row5217"
"<=50K",51,"Self-emp-inc",166386,"Bachelors",13,"Married-civ-spouse","Exec-managerial","Wife","Asian-Pac-Islander","Female",0,0,35,"Taiwan","Row5219"
