"age","education","marital-status","occupation","relationship","race","sex","native-country"
26,"HS-grad","Never-married","Sales","Own-child","White","Male","United-States"
34,"HS-grad","Married-civ-spouse","Protective-serv","Husband","White","Male","United-States"
41,"HS-grad","Married-civ-spouse","Craft-repair","Husband","Black","Male","United-States"
44,"Bachelors","Married-civ-spouse","Prof-specialty","Husband","White","Male","Italy"
26,"HS-grad","Separated",,"Unmarried","White","Female","United-States"
47,"HS-grad","Married-civ-spouse","Craft-repair","Husband","White","Male","United-States"
18,"Some-college","Never-married","Sales","Own-child","White","Male","United-States"
55,"10th","Married-civ-spouse","Craft-repair","Husband","White","Male","United-States"
49,"HS-grad","Married-civ-spouse","Craft-repair","Husband","White","Male","United-States"
44,"Bachelors","Married-civ-spouse","Exec-managerial","Husband","White","Male","United-States"
43,"Bachelors","Never-married","Prof-specialty","Not-in-family","White","Male","United-States"
62,"7th-8th","Married-civ-spouse","Protective-serv","Husband","White","Male","Cuba"
44,"HS-grad","Married-civ-spouse","Handlers-cleaners","Husband","Black","Male","United-States"
39,"HS-grad","Divorced",,"Unmarried","White","Female","United-States"
50,"Some-college","Married-civ-spouse","Sales","Husband","White","Male","United-States"
35,"11th","Never-married","Sales","Not-in-family","White","Male","United-States"
52,"HS-grad","Married-civ-spouse","Adm-clerical","Husband","White","Male","United-States"
46,"Prof-school","Married-civ-spouse","Prof-specialty","Husband","White","Male","United-States"
44,"Assoc-acdm","Married-civ-spouse","Sales","Husband","White","Male","United-States"
43,"Some-college","Never-married","Exec-managerial","Unmarried","White","Male","United-States"
51,"7th-8th","Married-civ-spouse","Craft-repair","Husband","White","Male","United-States"
20,"Some-college","Never-married","Sales","Own-child","White","Male","United-States"
47,"Assoc-acdm","Married-civ-spouse","Adm-clerical","Wife","White","Female","Italy"
43,"Masters","Divorced","Exec-managerial","Unmarried","White","Male","United-States"
64,"HS-grad","Married-civ-spouse",,"Husband","White","Male",
24,"Some-college","Never-married","Craft-repair","Not-in-family","White","Male","United-States"
27,"Some-college","Married-civ-spouse","Craft-repair","Husband","White","Male","United-States"
32,"HS-grad","Married-civ-spouse","Transport-moving","Husband","White","Male","United-States"
37,"HS-grad","Divorced","Other-service","Unmarried","White","Female","United-States"
26,"HS-grad","Married-civ-spouse","Machine-op-inspct","Husband","White","Male","United-States"
43,"Bachelors","Married-civ-spouse","Exec-managerial","Husband","White","Male","United-States"
50,"HS-grad","Married-civ-spouse","Machine-op-inspct","Wife","White","Female","United-States"
20,"HS-grad","Never-married","Transport-moving","Own-child","White","Male","United-States"
37,"HS-grad","Married-civ-spouse","Exec-managerial","Husband","White","Male","United-States"
43,"HS-grad","Never-married","Other-service","Not-in-family","Black","Female","United-States"
37,"HS-grad","Married-civ-spouse","Exec-managerial","Husband","White","Male","United-States"
53,"9th","Divorced","Other-service","Not-in-family","White","Female","Canada"
44,"Doctorate","Married-civ-spouse","Prof-specialty","Husband","White","Male","United-States"
25,"HS-grad","Never-married","Other-service","Not-in-family","White","Female","United-States"
17,"11th","Never-married","Adm-clerical","Own-child","White","Female","United-States"
19,"HS-grad","Never-married","Sales","Own-child","White","Male","United-States"
53,"HS-grad","Married-civ-spouse","Exec-managerial","Wife","White","Female","United-States"
44,"Some-college","Married-civ-spouse","Sales","Husband","White","Male","United-States"
51,"HS-grad","Married-civ-spouse","Machine-op-inspct","Husband","Black","Male","United-States"
49,"HS-grad","Married-civ-spouse","Exec-managerial","Wife","White","Female","United-States"
35,"Some-college","Married-civ-spouse","Handlers-cleaners","Husband","White","Male","United-States"
44,"HS-grad","Divorced","Craft-repair","Not-in-family","White","Male","United-States"
54,"Masters","Married-civ-spouse","Prof-specialty","Husband","White","Male","United-States"
37,"Some-college","Divorced","Adm-clerical","Unmarried","Black","Female","United-States"
18,"Some-college","Never-married","Other-service","Own-child","White","Female","United-States"
24,"Some-college","Married-civ-spouse","Handlers-cleaners","Husband","White","Male","United-States"
29,"HS-grad","Divorced","Craft-repair","Not-in-family","White","Female","United-States"
22,"Some-college","Divorced",,"Not-in-family","White","Female","United-States"
35,"HS-grad","Never-married","Machine-op-inspct","Not-in-family","White","Male","United-States"
56,"HS-grad","Married-civ-spouse","Craft-repair","Husband","White","Male","United-States"
32,"7th-8th","Widowed",,"Not-in-family","White","Female","United-States"
24,"Bachelors","Never-married","Machine-op-inspct","Not-in-family","Asian-Pac-Islander","Male","China"
43,"Masters","Married-civ-spouse","Exec-managerial","Husband","White","Male","United-States"
73,"HS-grad","Widowed","Sales","Other-relative","White","Female","United-States"
47,"Some-college","Married-civ-spouse","Craft-repair","Husband","White","Male",
49,"12th","Married-civ-spouse","Machine-op-inspct","Husband","White","Male","United-States"
38,"Bachelors","Married-civ-spouse","Sales","Husband","White","Male","United-States"
31,"HS-grad","Married-civ-spouse","Machine-op-inspct","Husband","Black","Male","United-States"
39,"Some-college","Divorced","Adm-clerical","Unmarried","Amer-Indian-Eskimo","Female","United-States"
42,"Bachelors","Divorced","Adm-clerical","Not-in-family","White","Female","United-States"
41,"Masters","Married-civ-spouse","Prof-specialty","Husband","Asian-Pac-Islander","Male","China"
35,"Bachelors","Married-civ-spouse","Sales","Husband","White","Male","United-States"
38,"HS-grad","Married-civ-spouse","Transport-moving","Husband","White","Male","United-States"
31,"HS-grad","Divorced","Adm-clerical","Not-in-family","White","Female","United-States"
51,"HS-grad","Married-civ-spouse","Protective-serv","Husband","White","Male","United-States"
38,"Bachelors","Divorced","Sales","Not-in-family","White","Male","United-States"
40,"Some-college","Married-civ-spouse","Exec-managerial","Husband","White","Male","United-States"
21,"HS-grad","Never-married","Other-service","Not-in-family","White","Female","United-States"
44,"Some-college","Divorced","Craft-repair","Not-in-family","White","Male","United-States"
55,"HS-grad","Married-civ-spouse","Craft-repair","Husband","White","Male","United-States"
29,"HS-grad","Divorced","Sales","Not-in-family","White","Male","United-States"
49,"Masters","Married-civ-spouse","Prof-specialty","Wife","White","Female","United-States"
31,"Assoc-voc","Married-civ-spouse","Other-service","Husband","White","Male","United-States"
24,"Masters","Never-married","Exec-managerial","Own-child","White","Male","United-States"
46,"Some-college","Never-married","Exec-managerial","Not-in-family","Black","Male","United-States"
26,"HS-grad","Never-married","Sales","Not-in-family","Black","Male","United-States"
35,"Bachelors","Never-married","Other-service","Not-in-family","White","Male","United-States"
27,"Assoc-voc","Never-married","Sales","Not-in-family","White","Male","United-States"
64,"Bachelors","Married-civ-spouse","Exec-managerial","Husband","White","Male","United-States"
26,"Bachelors","Never-married","Craft-repair","Other-relative","White","Male","United-States"
21,"HS-grad","Never-married","Other-service","Not-in-family","White","Female","United-States"
45,"Bachelors","Divorced","Other-service","Not-in-family","White","Male",
57,"HS-grad","Married-civ-spouse","Transport-moving","Husband","White","Male","United-States"
30,"Bachelors","Married-civ-spouse","Adm-clerical","Husband","White","Male","United-States"
45,"11th","Married-civ-spouse","Other-service","Wife","White","Female","United-States"
50,"7th-8th","Divorced","Craft-repair","Not-in-family","White","Female","United-States"
38,"Bachelors","Never-married","Adm-clerical","Own-child","White","Female","United-States"
43,"Some-college","Married-civ-spouse","Craft-repair","Husband","White","Male","United-States"
42,"Some-college","Widowed","Exec-managerial","Not-in-family","White","Female","United-States"
32,"Bachelors","Never-married","Prof-specialty","Own-child","White","Male","United-States"
20,"HS-grad","Never-married","Adm-clerical","Not-in-family","White","Female","United-States"
27,"HS-grad","Never-married","Other-service","Not-in-family","White","Female","United-States"
45,"11th","Widowed","Adm-clerical","Unmarried","White","Female","United-States"
40,"HS-grad","Never-married","Machine-op-inspct","Not-in-family","White","Female","United-States"
38,"HS-grad","Divorced","Transport-moving","Not-in-family","White","Male","United-States"
37,"HS-grad","Divorced","Adm-clerical","Unmarried","White","Female","United-States"
60,"10th","Divorced","Machine-op-inspct","Not-in-family","White","Female","United-States"
53,"HS-grad","Married-civ-spouse","Exec-managerial","Husband","Black","Male","United-States"
25,"Bachelors","Married-civ-spouse","Exec-managerial","Own-child","White","Female","United-States"
47,"Bachelors","Divorced","Exec-managerial","Not-in-family","Asian-Pac-Islander","Male","Japan"
40,"HS-grad","Never-married","Farming-fishing","Not-in-family","White","Male","United-States"
51,"HS-grad","Married-civ-spouse",,"Husband","White","Male","United-States"
19,"Some-college","Never-married","Other-service","Own-child","White","Female","United-States"
42,"Some-college","Married-civ-spouse","Prof-specialty","Wife","White","Female","United-States"
65,"HS-grad","Married-civ-spouse",,"Husband","White","Male","United-States"
41,"Bachelors","Divorced","Adm-clerical","Unmarried","White","Female","United-States"
28,"10th","Never-married","Machine-op-inspct","Own-child","Black","Male","United-States"
46,"Masters","Divorced","Exec-managerial","Not-in-family","White","Female","United-States"
49,"Bachelors","Married-civ-spouse","Prof-specialty","Wife","White","Female","United-States"
24,"HS-grad","Never-married","Handlers-cleaners","Other-relative","Black","Male","United-States"
32,"11th","Married-civ-spouse","Machine-op-inspct","Husband","White","Male","United-States"
71,"HS-grad","Married-civ-spouse","Protective-serv","Husband","White","Male","United-States"
26,"Some-college","Married-civ-spouse","Tech-support","Husband","White","Male","United-States"
29,"HS-grad","Married-spouse-absent","Protective-serv","Not-in-family","White","Male","United-States"
50,"Some-college","Married-civ-spouse","Exec-managerial","Husband","White","Male","United-States"
51,"Assoc-voc","Married-civ-spouse","Craft-repair","Husband","White","Male","United-States"
17,"10th","Never-married",,"Own-child","White","Female","United-States"
49,"HS-grad","Married-civ-spouse","Other-service","Wife","Black","Female","United-States"
31,"10th","Married-civ-spouse","Machine-op-inspct","Husband","White","Male","United-States"
23,"11th","Married-civ-spouse","Machine-op-inspct","Husband","White","Male","United-States"
59,"HS-grad","Widowed","Farming-fishing","Unmarried","White","Male","United-States"
17,"10th","Never-married",,"Own-child","White","Male","United-States"
43,"Some-college","Married-civ-spouse","Sales","Husband","White","Male","United-States"
38,"Bachelors","Married-civ-spouse","Sales","Husband","White","Male","United-States"
37,"HS-grad","Married-civ-spouse","Exec-managerial","Husband","White","Male","United-States"
29,"10th","Never-married","Other-service","Own-child","White","Male","United-States"
39,"Bachelors","Married-civ-spouse","Exec-managerial","Husband","White","Male","United-States"
31,"Assoc-acdm","Never-married","Adm-clerical","Not-in-family","White","Male","United-States"
42,"Bachelors","Married-spouse-absent","Prof-specialty","Not-in-family","White","Female","United-States"
35,"Masters","Married-civ-spouse","Prof-specialty","Wife","White","Female","United-States"
39,"Masters","Married-civ-spouse","Exec-managerial","Husband","Asian-Pac-Islander","Male","United-States"
40,"Assoc-acdm","Divorced","Adm-clerical","Unmarried","White","Female","United-States"
66,"5th-6th","Married-spouse-absent","Handlers-cleaners","Unmarried","White","Female","Puerto-Rico"
30,"9th","Married-civ-spouse","Tech-support","Husband","White","Male","United-States"
43,"Assoc-acdm","Divorced","Craft-repair","Not-in-family","White","Male","United-States"
47,"9th","Never-married","Other-service","Unmarried","White","Female","United-States"
45,"Masters","Never-married","Adm-clerical","Not-in-family","Asian-Pac-Islander","Female","Philippines"
31,"Some-college","Married-civ-spouse","Machine-op-inspct","Husband","Black","Male","Trinadad&Tobago"
33,"HS-grad","Married-civ-spouse","Sales","Husband","White","Male","United-States"
32,"Bachelors","Never-married","Adm-clerical","Not-in-family","White","Male","United-States"
28,"Assoc-acdm","Married-civ-spouse","Handlers-cleaners","Husband","Black","Male","United-States"
50,"HS-grad","Married-civ-spouse","Adm-clerical","Husband","White","Male","United-States"
63,"7th-8th","Divorced","Sales","Not-in-family","White","Female","United-States"
28,"Bachelors","Married-civ-spouse","Adm-clerical","Husband","White","Male","United-States"
38,"Some-college","Widowed","Adm-clerical","Unmarried","Black","Female","United-States"
52,"HS-grad","Divorced","Other-service","Not-in-family","White","Female","United-States"
38,"Prof-school","Married-civ-spouse","Prof-specialty","Husband","Asian-Pac-Islander","Male","United-States"
41,"HS-grad","Never-married","Exec-managerial","Not-in-family","White","Male","United-States"
50,"Masters","Never-married","Prof-specialty","Not-in-family","White","Male","United-States"
59,"11th","Married-civ-spouse","Machine-op-inspct","Husband","White","Male","United-States"
32,"HS-grad","Married-civ-spouse","Sales","Husband","White","Male","United-States"
73,"7th-8th","Married-civ-spouse","Protective-serv","Husband","White","Male","United-States"
52,"HS-grad","Divorced","Exec-managerial","Unmarried","White","Male","United-States"
57,"HS-grad","Married-civ-spouse","Exec-managerial","Husband","White","Male","United-States"
35,"Assoc-voc","Married-civ-spouse","Exec-managerial","Husband","White","Male","United-States"
51,"Bachelors","Married-civ-spouse","Transport-moving","Husband","White","Male","United-States"
22,"11th","Widowed","Sales","Own-child","Black","Female","United-States"
49,"HS-grad","Married-civ-spouse","Sales","Husband","White","Male","United-States"
22,"HS-grad","Never-married","Handlers-cleaners","Own-child","Black","Male","United-States"
46,"HS-grad","Married-civ-spouse","Craft-repair","Husband","White","Male","United-States"
48,"HS-grad","Divorced","Craft-repair","Unmarried","White","Female","United-States"
52,"HS-grad","Married-civ-spouse","Craft-repair","Husband","White","Male",
43,"Bachelors","Married-civ-spouse","Adm-clerical","Husband","White","Male","United-States"
25,"7th-8th","Married-civ-spouse","Handlers-cleaners","Husband","White","Male","Mexico"
31,"7th-8th","Never-married","Craft-repair","Not-in-family","White","Male","United-States"
19,"Some-college","Never-married","Sales","Own-child","White","Male","United-States"
19,"Some-college","Never-married",,"Own-child","White","Male","United-States"
51,"HS-grad","Married-civ-spouse","Transport-moving","Husband","White","Male","United-States"
51,"Bachelors","Divorced","Exec-managerial","Unmarried","White","Male","United-States"
22,"HS-grad","Never-married","Prof-specialty","Unmarried","White","Female","Dominican-Republic"
37,"HS-grad","Divorced","Adm-clerical","Unmarried","Black","Female","United-States"
19,"Some-college","Never-married","Sales","Own-child","White","Female","United-States"
45,"HS-grad","Divorced","Transport-moving","Unmarried","White","Female","United-States"
21,"Some-college","Never-married","Other-service","Own-child","White","Male","United-States"
52,"HS-grad","Widowed","Sales","Not-in-family","White","Female","United-States"
46,"Some-college","Married-civ-spouse","Prof-specialty","Husband","White","Male","United-States"
42,"Masters","Divorced","Prof-specialty","Not-in-family","White","Female","United-States"
56,"HS-grad","Never-married","Craft-repair","Not-in-family","White","Male","United-States"
23,"HS-grad","Never-married","Adm-clerical","Not-in-family","White","Female","United-States"
58,"Masters","Married-civ-spouse","Sales","Husband","White","Male","United-States"
70,"HS-grad","Married-civ-spouse","Farming-fishing","Husband","White","Male","United-States"
30,"Some-college","Divorced","Adm-clerical","Unmarried","White","Male","United-States"
45,"Bachelors","Married-civ-spouse","Adm-clerical","Husband","Asian-Pac-Islander","Male","Philippines"
23,"Some-college","Never-married","Craft-repair","Not-in-family","White","Male","United-States"
34,"Some-college","Married-civ-spouse","Transport-moving","Husband","White","Male","United-States"
38,"Bachelors","Married-civ-spouse","Craft-repair","Wife","White","Female","United-States"
24,"Assoc-voc","Married-civ-spouse","Craft-repair","Husband","White","Male","United-States"
53,"7th-8th","Never-married","Transport-moving","Not-in-family","Amer-Indian-Eskimo","Male","United-States"
45,"HS-grad","Never-married","Transport-moving","Not-in-family","Black","Male","United-States"
21,"Some-college","Never-married",,"Own-child","White","Female","United-States"
21,"Some-college","Never-married","Other-service","Own-child","White","Female","Puerto-Rico"
34,"Bachelors","Never-married","Prof-specialty","Not-in-family","White","Female","United-States"
32,"HS-grad","Married-civ-spouse","Craft-repair","Husband","White","Male","United-States"
21,"HS-grad","Married-civ-spouse","Handlers-cleaners","Husband","White","Male","United-States"
63,"Masters","Married-civ-spouse",,"Husband","White","Male","United-States"
23,"9th","Never-married","Handlers-cleaners","Own-child","Black","Male","United-States"
28,"Bachelors","Divorced","Craft-repair","Unmarried","White","Male","United-States"
29,"HS-grad","Never-married","Transport-moving","Unmarried","Black","Male","United-States"
25,"Bachelors","Never-married","Prof-specialty","Own-child","White","Female","United-States"
44,"Masters","Never-married","Prof-specialty","Not-in-family","White","Female","United-States"
18,"HS-grad","Never-married","Other-service","Own-child","White","Female","United-States"
26,"HS-grad","Never-married","Other-service","Own-child","White","Male","United-States"
47,"Assoc-acdm","Married-civ-spouse","Adm-clerical","Wife","White","Female","United-States"
23,"HS-grad","Divorced","Sales","Not-in-family","White","Male","United-States"
46,"Some-college","Married-civ-spouse","Machine-op-inspct","Husband","White","Male","United-States"
61,"Bachelors","Married-civ-spouse","Exec-managerial","Husband","White","Male","United-States"
25,"HS-grad","Never-married","Craft-repair","Other-relative","White","Male","United-States"
38,"HS-grad","Married-civ-spouse","Protective-serv","Husband","Asian-Pac-Islander","Male","United-States"
60,"Bachelors","Married-spouse-absent",,"Unmarried","Black","Female","United-States"
23,"Some-college","Never-married","Other-service","Not-in-family","White","Male","United-States"
36,"HS-grad","Divorced","Adm-clerical","Not-in-family","White","Female","United-States"
46,"9th","Divorced","Other-service","Not-in-family","White","Male","United-States"
32,"Bachelors","Married-civ-spouse","Prof-specialty","Husband","White","Male","United-States"
40,"10th","Married-civ-spouse","Transport-moving","Husband","White","Male","United-States"
31,"HS-grad","Never-married","Adm-clerical","Own-child","Black","Male","United-States"
31,"Some-college","Married-civ-spouse","Exec-managerial","Husband","White","Male","United-States"
32,"Bachelors","Never-married","Adm-clerical","Not-in-family","White","Male","United-States"
21,"Some-college","Never-married","Other-service","Own-child","White","Male","United-States"
63,"Some-college","Married-civ-spouse","Sales","Husband","Black","Male","United-States"
44,"Some-college","Separated","Exec-managerial","Not-in-family","White","Male","United-States"
42,"Bachelors","Married-civ-spouse","Sales","Husband","White","Male","United-States"
23,"Bachelors","Never-married",,"Own-child","White","Male","United-States"
30,"Some-college","Divorced","Adm-clerical","Not-in-family","White","Female","United-States"
24,"HS-grad","Never-married","Other-service","Unmarried","White","Male","El-Salvador"
42,"Bachelors","Married-civ-spouse","Tech-support","Husband","White","Male","United-States"
44,"HS-grad","Married-civ-spouse","Prof-specialty","Wife","White","Female","Italy"
27,"Bachelors","Never-married","Exec-managerial","Not-in-family","Black","Male","United-States"
27,"Some-college","Never-married","Exec-managerial","Unmarried","White","Male","United-States"
22,"HS-grad","Never-married","Other-service","Not-in-family","White","Female","United-States"
68,"HS-grad","Never-married","Sales","Not-in-family","White","Female","United-States"
55,"Some-college","Married-civ-spouse","Farming-fishing","Husband","White","Male","United-States"
22,"HS-grad","Never-married","Other-service","Own-child","White","Male","Greece"
25,"Some-college","Married-civ-spouse","Exec-managerial","Wife","White","Female","United-States"
68,"HS-grad","Married-civ-spouse","Farming-fishing","Husband","White","Male","United-States"
62,"Some-college","Widowed","Exec-managerial","Not-in-family","White","Female","United-States"
26,"HS-grad","Divorced","Other-service","Other-relative","White","Male","United-States"
34,"Masters","Married-civ-spouse","Prof-specialty","Husband","White","Male","United-States"
68,"Some-college","Widowed","Sales","Not-in-family","White","Male","United-States"
42,"Bachelors","Separated","Exec-managerial","Not-in-family","White","Male","United-States"
45,"Bachelors","Married-civ-spouse","Sales","Husband","White","Male","United-States"
26,"11th","Never-married","Transport-moving","Not-in-family","White","Male","United-States"
25,"HS-grad","Married-civ-spouse","Machine-op-inspct","Husband","White","Male","United-States"
23,"Bachelors","Never-married","Prof-specialty","Own-child","White","Male","United-States"
29,"Some-college","Never-married","Other-service","Not-in-family","Other","Male",
65,"7th-8th","Widowed","Farming-fishing","Unmarried","White","Female","United-States"
31,"HS-grad","Never-married","Transport-moving","Not-in-family","White","Male","United-States"
26,"HS-grad","Never-married","Adm-clerical","Not-in-family","White","Female","United-States"
39,"Some-college","Married-civ-spouse","Craft-repair","Husband","White","Male","United-States"
44,"HS-grad","Married-civ-spouse","Machine-op-inspct","Husband","White","Male","United-States"
45,"Masters","Divorced","Prof-specialty","Unmarried","White","Female","United-States"
26,"Masters","Never-married","Prof-specialty","Not-in-family","White","Female","United-States"
26,"10th","Married-civ-spouse","Transport-moving","Husband","White","Male","United-States"
36,"9th","Married-civ-spouse","Transport-moving","Husband","White","Male","United-States"
38,"11th","Married-civ-spouse","Craft-repair","Husband","White","Male","United-States"
39,"HS-grad","Never-married","Machine-op-inspct","Unmarried","White","Male","United-States"
52,"Prof-school","Married-civ-spouse","Exec-managerial","Husband","White","Male","United-States"
39,"1st-4th","Married-civ-spouse","Craft-repair","Husband","White","Male","Mexico"
41,"Some-college","Divorced","Craft-repair","Not-in-family","White","Male","United-States"
42,"Masters","Married-civ-spouse","Exec-managerial","Husband","White","Male","United-States"
47,"Bachelors","Married-civ-spouse","Sales","Husband","White","Male","United-States"
28,"Assoc-voc","Married-civ-spouse","Protective-serv","Husband","Black","Male","United-States"
25,"Bachelors","Never-married","Prof-specialty","Own-child","White","Male","United-States"
35,"Bachelors","Never-married","Adm-clerical","Not-in-family","White","Female","United-States"
32,"HS-grad","Separated","Adm-clerical","Unmarried","White","Female","United-States"
38,"Masters","Married-civ-spouse","Craft-repair","Husband","Black","Male","United-States"
44,"Some-college","Married-civ-spouse","Tech-support","Husband","White","Male","United-States"
21,"Some-college","Never-married",,"Own-child","White","Female","United-States"
27,"Bachelors","Never-married","Sales","Own-child","White","Female","United-States"
30,"Bachelors","Never-married","Exec-managerial","Not-in-family","White","Male","United-States"
30,"Bachelors","Never-married","Sales","Not-in-family","White","Male","United-States"
45,"HS-grad","Married-civ-spouse","Handlers-cleaners","Husband","White","Male","United-States"
20,"HS-grad","Never-married","Craft-repair","Own-child","White","Male","United-States"
57,"Masters","Never-married","Prof-specialty","Not-in-family","White","Male","United-States"
43,"Some-college","Divorced","Adm-clerical","Not-in-family","White","Male","United-States"
50,"11th","Married-civ-spouse",,"Own-child","Black","Female","United-States"
28,"7th-8th","Married-civ-spouse","Machine-op-inspct","Other-relative","Asian-Pac-Islander","Female","China"
25,"HS-grad","Married-civ-spouse","Tech-support","Other-relative","White","Female","United-States"
25,"HS-grad","Married-civ-spouse","Sales","Husband","White","Male","United-States"
90,"Bachelors","Married-civ-spouse","Exec-managerial","Husband","White","Male","United-States"
38,"Bachelors","Separated","Prof-specialty","Unmarried","Black","Male","United-States"
35,"Bachelors","Married-spouse-absent","Exec-managerial","Unmarried","White","Female","United-States"
50,"Bachelors","Married-civ-spouse","Exec-managerial","Husband","White","Male","Canada"
26,"HS-grad","Never-married","Adm-clerical","Not-in-family","White","Female","United-States"
39,"Some-college","Married-civ-spouse","Farming-fishing","Husband","White","Male","United-States"
56,"10th","Married-civ-spouse","Sales","Husband","White","Male","United-States"
24,"HS-grad","Divorced","Protective-serv","Unmarried","Black","Female","United-States"
46,"HS-grad","Married-civ-spouse","Adm-clerical","Wife","White","Female","United-States"
18,"11th","Never-married","Adm-clerical","Other-relative","White","Female","United-States"
37,"Masters","Married-civ-spouse","Exec-managerial","Husband","White","Male","United-States"
57,"Masters","Divorced","Prof-specialty","Not-in-family","White","Female","United-States"
43,"HS-grad","Never-married","Adm-clerical","Unmarried","Black","Female","United-States"
29,"Bachelors","Married-civ-spouse","Prof-specialty","Husband","White","Male","Nicaragua"
40,"Masters","Married-civ-spouse","Exec-managerial","Husband","White","Male","United-States"
44,"Bachelors","Married-civ-spouse","Exec-managerial","Husband","White","Male","United-States"
77,"HS-grad","Married-civ-spouse","Exec-managerial","Husband","White","Male","United-States"
30,"Bachelors","Never-married","Prof-specialty","Not-in-family","Black","Male","United-States"
21,"HS-grad","Married-civ-spouse","Machine-op-inspct","Husband","White","Male","United-States"
66,"10th","Married-civ-spouse","Protective-serv","Husband","White","Male","United-States"
40,"11th","Never-married","Transport-moving","Own-child","White","Male","United-States"
68,"HS-grad","Married-civ-spouse","Sales","Husband","White","Male","United-States"
64,"HS-grad","Widowed","Other-service","Not-in-family","White","Female","United-States"
26,"Bachelors","Never-married","Prof-specialty","Not-in-family","White","Female","United-States"
32,"Some-college","Married-civ-spouse","Exec-managerial","Husband","White","Male","United-States"
32,"HS-grad","Never-married","Adm-clerical","Own-child","White","Male","United-States"
51,"Masters","Married-civ-spouse","Prof-specialty","Husband","White","Male","United-States"
50,"Masters","Married-civ-spouse","Prof-specialty","Husband","White","Male","United-States"
49,"Bachelors","Married-civ-spouse","Sales","Husband","White","Male","United-States"
28,"Bachelors","Never-married","Transport-moving","Unmarried","White","Male","United-States"
29,"HS-grad","Divorced","Other-service","Unmarried","White","Female","United-States"
21,"Some-college","Never-married","Sales","Own-child","White","Male","United-States"
28,"HS-grad","Never-married","Adm-clerical","Unmarried","Black","Female","United-States"
55,"10th","Married-civ-spouse","Craft-repair","Husband","White","Male","United-States"
45,"HS-grad","Married-civ-spouse","Sales","Husband","Asian-Pac-Islander","Male","South"
35,"Some-college","Never-married","Sales","Not-in-family","White","Male","United-States"
31,"11th","Separated",,"Not-in-family","Black","Male","United-States"
26,"Masters","Never-married","Prof-specialty","Not-in-family","White","Male","United-States"
30,"HS-grad","Married-civ-spouse","Other-service","Husband","White","Male","Germany"
33,"HS-grad","Married-civ-spouse","Sales","Husband","White","Male","United-States"
40,"Bachelors","Married-spouse-absent","Prof-specialty","Not-in-family","Asian-Pac-Islander","Male","Cambodia"
23,"Bachelors","Never-married","Exec-managerial","Not-in-family","White","Male","United-States"
35,"Some-college","Never-married","Sales","Not-in-family","White","Female","United-States"
48,"11th","Married-civ-spouse","Farming-fishing","Husband","White","Male","United-States"
39,"10th","Divorced","Handlers-cleaners","Own-child","Black","Male","United-States"
53,"Prof-school","Divorced","Prof-specialty","Not-in-family","White","Female","United-States"
49,"HS-grad","Married-civ-spouse","Adm-clerical","Husband","White","Male","United-States"
31,"Bachelors","Never-married","Exec-managerial","Not-in-family","Black","Female","United-States"
36,"HS-grad","Married-civ-spouse","Craft-repair","Husband","White","Male","United-States"
60,"Some-college","Married-civ-spouse","Exec-managerial","Husband","White","Male","United-States"
29,"HS-grad","Never-married","Machine-op-inspct","Not-in-family","White","Male","United-States"
54,"Some-college","Married-civ-spouse","Sales","Husband","White","Male","United-States"
28,"Assoc-acdm","Married-AF-spouse",,"Wife","White","Female","United-States"
34,"HS-grad","Married-civ-spouse","Craft-repair","Husband","White","Male","United-States"
30,"Some-college","Never-married","Sales","Not-in-family","Black","Female","United-States"
19,"HS-grad","Never-married","Priv-house-serv","Not-in-family","White","Female",
26,"HS-grad","Never-married","Handlers-cleaners","Not-in-family","White","Male","United-States"
47,"Some-college","Never-married","Sales","Not-in-family","White","Male","United-States"
50,"HS-grad","Divorced","Exec-managerial","Unmarried","White","Male","United-States"
30,"Bachelors","Never-married","Exec-managerial","Unmarried","White","Female","United-States"
44,"Some-college","Divorced","Machine-op-inspct","Not-in-family","White","Male","United-States"
49,"HS-grad","Married-civ-spouse","Sales","Husband","White","Male","United-States"
75,"Masters","Married-spouse-absent","Prof-specialty","Not-in-family","White","Female","United-States"
37,"Bachelors","Married-civ-spouse","Sales","Husband","White","Male","United-States"
51,"HS-grad","Divorced","Craft-repair","Unmarried","White","Male","United-States"
35,"HS-grad","Never-married","Craft-repair","Unmarried","White","Male","United-States"
28,"Some-college","Never-married","Sales","Other-relative","White","Female","United-States"
66,"HS-grad","Married-civ-spouse","Farming-fishing","Husband","White","Male","United-States"
72,"9th","Married-civ-spouse","Exec-managerial","Wife","Asian-Pac-Islander","Female","United-States"
39,"Bachelors","Separated","Sales","Not-in-family","White","Male","United-States"
27,"HS-grad","Never-married","Farming-fishing","Own-child","Black","Male","United-States"
57,"Some-college","Never-married","Adm-clerical","Other-relative","Black","Female","Jamaica"
24,"7th-8th","Married-civ-spouse","Craft-repair","Husband","White","Male","United-States"
28,"HS-grad","Never-married","Craft-repair","Own-child","White","Male","United-States"
23,"Some-college","Married-spouse-absent","Other-service","Not-in-family","White","Female","United-States"
31,"Bachelors","Never-married","Exec-managerial","Not-in-family","White","Female","United-States"
23,"Some-college","Never-married","Other-service","Own-child","White","Female","United-States"
31,"Some-college","Never-married","Other-service","Not-in-family","White","Female","United-States"
27,"Bachelors","Never-married","Prof-specialty","Not-in-family","White","Female","United-States"
30,"Bachelors","Married-civ-spouse","Prof-specialty","Husband","White","Male","United-States"
